Date,STILag0,STILag1,SnP500,DowJones,UKFTSE,HSI,KLSE,CrudeOilSGD,SGMSCIFutures,US-SGD,EUR-SGD,GBP-SGD,JPY-SGD,USEFFR,SORA,Up1Down0
15/11/2010,3236.8,3252,1197.75,11201.97,5820.4,24027.17969,1501.56,110.2537,381,1.3056,1.7752,2.0915,0.0157,0.21,0.0882,0
16/11/2010,3212.1,3236.8,1178.34,11023.5,5681.9,23693.01953,1503.54,107.69076,377.2,1.3048,1.7716,2.0936,0.0156,0.21,0.0624,0
18/11/2010,3215.22,3212.1,1196.69,11181.23,5768.7,23637.39063,1496.65,107.55432,378.3,1.2956,1.7621,2.0696,0.0156,0.2,0.0663,1
19/11/2010,3197.37,3215.22,1199.73,11203.55,5732.8,23605.71094,1506.05,106.27053,375.8,1.2959,1.7686,2.0788,0.0155,0.21,0.0573,0
22/11/2010,3190.92,3197.37,1197.84,11178.58,5680.8,23524.01953,1503.2,106.40863,376.6,1.2992,1.7791,2.0718,0.0155,0.19,0.0643,0
23/11/2010,3126.3,3190.92,1180.73,11036.37,5581.3,22896.14063,1487.53,106.55314,367.5,1.3143,1.7661,2.0706,0.0157,0.2,0.0827,0
24/11/2010,3137.01,3126.3,1198.35,11187.28,5657.1,23023.85938,1488.54,110.0838,368.8,1.3066,1.7588,2.0757,0.0157,0.2,0.0769,1
26/11/2010,3158.08,3159.23,1189.4,11091.87,5668.7,22877.25,1492.05,110.68195,370.8,1.3198,1.7455,2.0619,0.0157,0.2,0.1507,1
29/11/2010,3158.21,3158.08,1187.76,11052.49,5551,23166.2207,1495.95,113.11558,372,1.3214,1.7449,2.0549,0.0157,0.2,0.2091,1
30/11/2010,3144.7,3158.21,1180.55,11006.02,5528.3,23007.99023,1485.23,110.71732,370.7,1.3204,1.7293,2.0534,0.0157,0.2,0.153,0
1/12/2010,3181.94,3144.7,1206.07,11255.78,5642.5,23249.80078,1485.42,113.63346,375,1.3106,1.7148,2.0555,0.0157,0.2,0.0588,1
2/12/2010,3197.96,3181.94,1221.53,11362.41,5767.6,23448.7793,1503.22,114.91002,376.8,1.3076,1.7194,2.045,0.0156,0.19,0.0676,1
3/12/2010,3172.44,3197.96,1224.71,11382.09,5745.3,23320.51953,1500.98,116.4988,374,1.3028,1.7266,2.0372,0.0157,0.18,0.0649,0
6/12/2010,3181.41,3172.44,1223.12,11362.19,5770.3,23237.68945,1501.74,116.17507,373.1,1.3061,1.7456,2.0516,0.0158,0.18,0.0608,1
8/12/2010,3202.8,3191.88,1228.28,11372.48,5794.5,23092.51953,1510.06,116.76232,376.8,1.315,1.7344,2.0631,0.0157,0.17,0.065,1
9/12/2010,3210.2,3202.8,1233,11370.06,5808,23171.80078,1521.29,116.05788,378.9,1.3104,1.7416,2.0759,0.0156,0.16,0.0731,1
10/12/2010,3185.42,3210.2,1240.4,11410.32,5813,23162.91016,1507.28,114.68495,374.5,1.3072,1.7347,2.0665,0.0156,0.16,0.0985,0
13/12/2010,3182.32,3185.42,1240.46,11428.56,5860.8,23317.60938,1509.79,115.28596,374.3,1.3034,1.7263,2.0661,0.0156,0.17,0.0734,0
14/12/2010,3176.91,3182.32,1241.59,11476.54,5891.2,23431.18945,1510.58,114.8573,373.9,1.3026,1.7455,2.0666,0.0156,0.19,0.0698,0
15/12/2010,3147.2,3176.91,1235.23,11457.47,5882.2,22975.34961,1509.1,116.24935,370.9,1.3169,1.7395,2.0526,0.0156,0.2,0.0501,0
16/12/2010,3147.67,3147.2,1242.87,11499.25,5881.1,22668.7793,1497.52,115.68321,369.7,1.3152,1.7409,2.0482,0.0156,0.2,0.0638,1
17/12/2010,3153.01,3147.67,1243.91,11491.91,5871.8,22714.84961,1499.88,116.45309,371.7,1.3132,1.7406,2.0551,0.0156,0.2,0.0392,1
20/12/2010,3132.96,3153.01,1247.08,11478.13,5891.6,22639.08008,1495.88,117.56647,369.1,1.3172,1.731,2.0399,0.0157,0.21,0.0497,0
21/12/2010,3139.85,3132.96,1254.6,11533.16,5951.8,22993.85938,1505.18,118.31839,371.7,1.3136,1.7272,2.0416,0.0157,0.2,0.0439,1
22/12/2010,3144.31,3139.85,1258.84,11559.49,5983.5,23045.18945,1515.05,118.25842,371.3,1.3058,1.7188,2.0308,0.0156,0.19,0.0407,1
23/12/2010,3137.78,3144.31,1256.77,11573.49,5996.1,22902.9707,1514.48,119.29652,370.5,1.3054,1.7119,2.011,0.0157,0.19,0.0415,0
29/12/2010,3207.91,3183.7,1259.78,11585.38,5996.4,22969.30078,1524.34,117.81966,380,1.2925,1.7002,1.9954,0.0158,0.18,0.0483,1
30/12/2010,3212.46,3207.91,1257.88,11569.71,5971,22999.33984,1518.91,115.53279,380.8,1.2882,1.7084,2.0023,0.0158,0.19,0.0728,1
4/1/2011,3250.29,3235.77,1270.2,11691.18,6013.9,23668.48047,1551.89,115.0839,383.3,1.2872,1.716,1.9898,0.0157,0.18,0.085,1
5/1/2011,3254.25,3250.29,1276.56,11722.89,6043.9,23757.82031,1566.17,114.4907,383.1,1.2925,1.7139,2.007,0.0155,0.18,0.0778,1
6/1/2011,3279.7,3254.25,1273.85,11697.31,6019.5,23786.30078,1568.37,114.44282,387.5,1.2972,1.6999,2.0038,0.0156,0.17,0.0746,1
7/1/2011,3261.35,3279.7,1271.5,11674.76,5984.3,23686.63086,1572.21,114.34717,386.3,1.2936,1.6829,2.0034,0.0156,0.17,0.0709,0
10/1/2011,3229.27,3261.35,1269.75,11637.45,5956.3,23527.25977,1563.52,116.17614,381.5,1.2977,1.6701,2.013,0.0157,0.17,0.0741,0
11/1/2011,3241.49,3229.27,1274.48,11671.88,6014,23760.33984,1562.94,118.01536,383,1.2942,1.6819,2.0221,0.0155,0.17,0.0451,1
12/1/2011,3244.94,3241.49,1285.96,11755.44,6050.7,24125.60938,1566.49,118.6216,385.3,1.2884,1.6794,2.0188,0.0155,0.16,0.0251,1
13/1/2011,3255.87,3244.94,1283.76,11731.9,6023.9,24238.98047,1571.56,117.08248,385.7,1.2854,1.6902,2.0276,0.0155,0.16,0.038,1
14/1/2011,3245.96,3255.87,1293.24,11787.38,6002.1,24283.23047,1569.89,118.06266,383.5,1.2879,1.7155,2.0355,0.0155,0.16,0.0365,0
18/1/2011,3249.58,3238.63,1295.02,11837.93,6056.4,24153.98047,1570.04,117.04422,384.5,1.2834,1.7104,2.0474,0.0155,0.19,0.0367,1
19/1/2011,3241.96,3249.58,1281.92,11825.29,5976.7,24419.61914,1566.51,117.51906,384.4,1.2837,1.7163,2.0474,0.0156,0.18,0.0238,0
21/1/2011,3184.6,3205.48,1283.35,11871.84,5896.3,23876.85938,1547.43,114.42456,377.3,1.2836,1.7335,2.0472,0.0155,0.17,0.0446,0
24/1/2011,3185.76,3184.6,1290.84,11980.52,5943.9,23801.7793,1542.97,112.23071,376.8,1.2808,1.7474,2.0517,0.0155,0.18,0.0407,1
25/1/2011,3181.15,3185.76,1291.18,11977.19,5917.7,23788.83008,1526.43,110.37718,375.9,1.2798,1.7467,2.0464,0.0156,0.17,0.0313,0
26/1/2011,3220.78,3181.15,1296.63,11985.44,5969.2,23843.24023,1520,111.93049,382.8,1.2783,1.7513,2.0241,0.0156,0.17,0.0519,1
27/1/2011,3219.83,3220.78,1299.54,11989.83,5965.1,23779.61914,1526.96,109.08332,382.2,1.2794,1.7523,2.0356,0.0154,0.17,0.0991,0
28/1/2011,3229.69,3219.83,1276.34,11823.7,5881.4,23617.01953,1521.89,114.71429,381.3,1.2852,1.7556,2.0373,0.0156,0.17,0.1396,1
31/1/2011,3179.72,3229.69,1286.12,11891.93,5862.9,23447.33984,1519.94,117.7851,376,1.2792,1.7473,2.0374,0.0156,0.17,0.2185,0
7/2/2011,3192.18,3211.12,1319.05,12161.63,6051,23553.58984,1535.6,111.34461,378.5,1.2738,1.7309,2.0528,0.0155,0.17,0.0685,1
8/2/2011,3185.36,3192.18,1324.57,12233.15,6091.3,23484.30078,1539.55,111.28115,376.5,1.2729,1.7308,2.0533,0.0155,0.16,0.0509,0
9/2/2011,3150.56,3185.36,1320.88,12239.89,6052.3,23164.0293,1536.07,110.66468,372.7,1.2734,1.7335,2.0438,0.0154,0.15,0.0246,0
10/2/2011,3103.39,3150.56,1321.87,12229.29,6020,22708.61914,1503.99,112.08805,366.6,1.279,1.7463,2.0492,0.0153,0.15,0.0237,0
11/2/2011,3077.27,3103.39,1329.15,12273.26,6062.9,22828.91992,1494.52,109.49983,364.2,1.282,1.7392,2.0576,0.0154,0.15,0.0265,0
14/2/2011,3104.42,3077.27,1332.32,12268.19,6060.1,23121.06055,1505.33,108.84973,367.5,1.2824,1.7331,2.0524,0.0154,0.15,0.027,1
16/2/2011,3094.72,3080.66,1336.32,12288.17,6085.3,23156.9707,1506.3,108.91284,366.7,1.2788,1.7292,2.0669,0.0153,0.15,0.043,0
17/2/2011,3082.83,3094.72,1340.43,12318.14,6087.4,23301.83984,1508.56,110.34221,365,1.2759,1.7353,2.057,0.0153,0.15,0.04,0
18/2/2011,3086.92,3082.83,1343.01,12391.25,6083,23595.24023,1517.56,114.55471,364.7,1.2741,1.7379,2.0635,0.0153,0.15,0.0495,1
22/2/2011,3019.12,3086.92,1315.44,12212.79,5996.8,22990.81055,1513.63,122.23757,356,1.2808,1.7451,2.0701,0.0155,0.15,0.0553,0
23/2/2011,3001.85,3019.12,1307.4,12105.78,5923.5,22906.90039,1511.11,126.59329,354.8,1.2769,1.7506,2.0689,0.0155,0.15,0.0291,0
24/2/2011,2973.08,3001.85,1306.1,12068.5,5920,22601.03906,1489.87,124.44127,350.9,1.2752,1.7564,2.0721,0.0155,0.15,0.0494,0
25/2/2011,3025.16,2973.08,1319.88,12130.45,6001.2,23012.36914,1489.27,124.96001,357.2,1.2727,1.7622,2.0583,0.0156,0.15,0.0816,1
28/2/2011,3010.51,3025.16,1327.22,12226.34,5994,23338.01953,1491.25,123.10331,353.6,1.2709,1.75,2.0512,0.0155,0.16,0.0707,0
1/3/2011,3067.6,3010.51,1306.33,12058.02,5935.8,23396.41992,1502.24,127.72664,361.6,1.2737,1.7559,2.0669,0.0155,0.15,0.0568,1
2/3/2011,3027.51,3067.6,1308.44,12066.8,5914.9,23048.66016,1499.28,130.39948,355.4,1.2692,1.7532,2.0701,0.0155,0.16,0.0293,0
3/3/2011,3037.35,3027.51,1330.97,12258.2,6005.1,23122.41992,1506.88,129.07305,357.3,1.2678,1.7593,2.072,0.0154,0.15,0.0211,1
4/3/2011,3061.31,3037.35,1321.15,12169.88,5990.4,23408.85938,1522.61,133.1669,359.8,1.2665,1.7688,2.0633,0.0154,0.15,0.023,1
7/3/2011,3066.52,3061.31,1310.13,12090.03,5973.8,23313.18945,1515.74,132.91786,360.6,1.2661,1.7724,2.0602,0.0154,0.14,0.0225,1
8/3/2011,3103.84,3066.52,1321.82,12214.38,5974.8,23711.69922,1517.66,132.89321,365.7,1.2679,1.767,2.0498,0.0153,0.14,0.0219,1
9/3/2011,3092.9,3103.84,1320.02,12213.09,5937.3,23810.10938,1523.69,132.58658,364.9,1.2683,1.7618,2.0486,0.0153,0.14,0.0171,0
10/3/2011,3075.44,3092.9,1295.11,11984.61,5845.3,23614.89063,1516.91,130.6802,362.6,1.2735,1.7625,2.0536,0.0154,0.14,0.0164,0
11/3/2011,3043.49,3075.44,1304.28,12044.4,5828.7,23249.7793,1495.62,127.36161,358.2,1.2675,1.7571,2.0453,0.0155,0.13,0.0197,0
14/3/2011,3030.86,3043.49,1296.39,11993.16,5775.2,23345.88086,1495.35,128.51891,357.5,1.2678,1.7688,2.0391,0.0155,0.14,0.0158,0
15/3/2011,2946.08,3030.86,1281.87,11855.42,5695.3,22678.25,1484.14,125.02611,346.9,1.281,1.7735,2.0496,0.0158,0.14,0.012,0
16/3/2011,2971,2946.08,1256.88,11613.3,5598.2,22700.88086,1492.44,125.20312,351.4,1.2829,1.7857,2.0515,0.0162,0.14,0.011,1
17/3/2011,2942.88,2971,1273.72,11774.59,5696.1,22284.42969,1492.09,131.56271,346.2,1.2776,1.7837,2.0543,0.0161,0.14,0.0154,0
18/3/2011,2935.78,2942.88,1279.21,11858.52,5718.1,22300.23047,1503.89,129.4044,344.6,1.2732,1.7922,2.0622,0.0158,0.15,0.0159,0
21/3/2011,2983.51,2935.78,1298.38,12036.53,5786.1,22685.2207,1508.88,130.56258,350.7,1.2662,1.8028,2.0642,0.0156,0.14,0.0153,1
22/3/2011,3002.75,2983.51,1293.77,12018.63,5762.7,22857.90039,1509.1,132.5174,355,1.2648,1.7993,2.064,0.0156,0.14,0.0143,1
23/3/2011,3022.19,3002.75,1297.54,12086.02,5795.9,22825.40039,1511.97,133.31253,356.8,1.2643,1.7911,2.0681,0.0156,0.14,0.0121,1
24/3/2011,3043.03,3022.19,1309.66,12170.56,5880.9,22915.2793,1513.84,133.0818,360.7,1.2612,1.7827,2.0534,0.0156,0.13,0.0216,1
28/3/2011,3057.38,3070.84,1310.19,12197.88,5904.5,23068.18945,1514.25,131.14697,362.4,1.2634,1.7702,2.0201,0.0154,0.13,0.0429,1
29/3/2011,3056.95,3057.38,1319.44,12279.01,5932.2,23060.35938,1520.09,131.73905,361.9,1.261,1.7773,2.0184,0.0153,0.13,0.0564,0
30/3/2011,3095.32,3056.95,1328.26,12350.61,5948.3,23451.42969,1531.63,131.55225,367.4,1.2619,1.7796,2.0187,0.0152,0.13,0.0961,1
31/3/2011,3105.85,3095.32,1325.83,12319.73,5908.8,23527.51953,1545.13,134.66979,366.9,1.2612,1.7809,2.0266,0.0151,0.1,0.1574,1
1/4/2011,3120.47,3105.85,1332.41,12376.72,6009.9,23801.90039,1555.38,136.6338,368.4,1.2603,1.7841,2.0206,0.015,0.11,0.1363,1
4/4/2011,3140.62,3120.47,1332.87,12400.03,6017,24150.58008,1555.48,136.39508,369.9,1.2608,1.7918,2.0306,0.015,0.09,0.096,1
6/4/2011,3170.33,3146.75,1335.54,12426.75,6041.1,24285.05078,1552.89,136.86022,372.9,1.2602,1.7917,2.0537,0.0148,0.1,0.0208,1
7/4/2011,3171.65,3170.33,1333.51,12409.49,6007.4,24281.80078,1561.93,139.02188,374,1.261,1.8059,2.0565,0.0148,0.1,0.0285,1
8/4/2011,3187.31,3171.65,1328.17,12380.05,6055.8,24396.07031,1557.49,142.27563,375.9,1.2571,1.8023,2.0564,0.0148,0.09,0.019,1
11/4/2011,3160.44,3187.31,1324.46,12381.11,6053.4,24303.07031,1544,136.7449,372,1.2572,1.8176,2.0575,0.0148,0.09,0.018,0
12/4/2011,3138,3160.44,1314.16,12263.58,5964.5,23976.36914,1525.92,133.18044,369.6,1.2561,1.8135,2.0529,0.015,0.08,0.0181,0
13/4/2011,3172.08,3138,1314.41,12270.99,6010.4,24135.0293,1535.59,134.81592,373.2,1.2521,1.8179,2.0415,0.015,0.08,0.0156,1
14/4/2011,3158.92,3172.08,1314.52,12285.15,5963.8,24014,1525.8,135.53946,371.8,1.2472,1.8128,2.0422,0.0149,0.09,0.0142,0
18/4/2011,3144.38,3153.3,1305.14,12201.59,5870.1,23830.31055,1527.92,134.78714,368.9,1.2487,1.7907,2.0267,0.0152,0.1,0.0276,0
19/4/2011,3125.37,3144.38,1312.62,12266.75,5896.9,23520.61914,1521.53,134.79208,368.1,1.243,1.7751,2.0297,0.0151,0.11,0.0745,0
20/4/2011,3165.8,3125.37,1330.36,12453.54,6022.3,23896.09961,1531.02,137.90064,372.8,1.2388,1.7821,2.0288,0.015,0.1,0.1159,1
21/4/2011,3194.73,3165.8,1337.38,12505.99,6018.3,24138.31055,1526.33,138.76068,376.3,1.2348,1.7969,2.0297,0.0151,0.1,0.0824,1
26/4/2011,3171.83,3187.72,1347.24,12595.37,6069.4,24007.38086,1527.34,138.16657,375.3,1.231,1.8009,2.0387,0.0151,0.09,0.136,0
27/4/2011,3182.68,3171.83,1355.66,12690.96,6068.2,23892.83984,1529.91,139.37564,376.6,1.2286,1.8094,2.0344,0.015,0.09,0.1873,1
28/4/2011,3184.99,3182.68,1360.48,12763.31,6069.9,23805.63086,1535.3,138.44537,375.7,1.2268,1.8164,2.0438,0.015,0.09,0.1251,1
3/5/2011,3153.57,3172.73,1356.62,12807.51,6082.9,23633.25,1531.47,136.09287,367.8,1.2272,1.8126,2.0364,0.0152,0.09,0.0814,0
4/5/2011,3110.62,3153.57,1347.32,12723.58,5984.1,23315.24023,1528.43,133.80953,362.5,1.2324,1.8212,2.0247,0.0153,0.09,0.055,0
5/5/2011,3109.85,3110.62,1335.1,12584.17,5920,23261.60938,1521.18,123.93961,361.4,1.2383,1.8253,2.0303,0.0154,0.09,0.0246,0
6/5/2011,3099.52,3109.85,1340.2,12638.74,5976.8,23159.14063,1515.5,121.60373,361.5,1.2395,1.8025,2.0308,0.0154,0.09,0.0322,0
9/5/2011,3136.94,3099.52,1346.29,12684.68,5942.7,23336,1519.41,125.37708,366.1,1.2317,1.7727,2.0201,0.0153,0.09,0.0499,1
11/5/2011,3177.18,3156.26,1342.08,12630.03,5976,23291.80078,1536.03,122.19516,372,1.2358,1.7735,2.0152,0.0152,0.09,0.1049,1
12/5/2011,3130.45,3177.18,1348.65,12695.92,5945,23073.75977,1532.29,122.37751,365,1.2388,1.7553,2.0213,0.0153,0.09,0.0511,0
13/5/2011,3163.68,3130.45,1337.77,12595.75,5925.9,23276.26953,1540.74,123.7891,370.3,1.2451,1.7629,2.0162,0.0154,0.09,0.0825,1
16/5/2011,3136.48,3163.68,1329.47,12548.37,5923.7,22960.63086,1536.27,121.1701,366.2,1.2505,1.7544,2.016,0.0155,0.1,0.0415,0
18/5/2011,3141.21,3136.48,1340.68,12560.18,5923.5,23011.14063,1541.27,123.7106,367,1.2396,1.7755,2.022,0.0152,0.1,0.0444,1
19/5/2011,3168.81,3141.21,1343.6,12605.32,5956,23163.38086,1544.02,122.80249,371.4,1.2364,1.767,2.0033,0.0151,0.09,0.0321,1
20/5/2011,3168.54,3168.81,1333.27,12512.04,5948.5,23199.39063,1541.03,123.73932,370,1.2385,1.7707,2.0077,0.0152,0.1,0.0313,0
23/5/2011,3110.48,3168.54,1317.37,12381.26,5835.9,22711.01953,1528.98,121.01701,360.8,1.2498,1.7491,2.011,0.0152,0.1,0.0295,0
24/5/2011,3113.09,3110.48,1316.28,12356.21,5858.4,22730.7793,1532.12,123.54814,361.6,1.2464,1.752,2.0109,0.0152,0.1,0.049,1
25/5/2011,3118.65,3113.09,1320.47,12394.66,5870.1,22747.2793,1533.57,126.4606,363.5,1.247,1.7585,2.0183,0.0152,0.09,0.1147,1
26/5/2011,3123.7,3118.65,1325.69,12402.76,5881,22900.78906,1540.94,124.53756,364,1.2424,1.7555,2.0289,0.0153,0.09,0.129,1
27/5/2011,3135.52,3123.7,1331.1,12441.58,5938.9,23118.07031,1548.69,124.53062,366.4,1.2362,1.756,2.0355,0.0153,0.1,0.0934,1
31/5/2011,3159.93,3135.52,1345.2,12569.79,5990,23684.13086,1558.29,126.85809,368.4,1.232,1.7656,2.0325,0.0151,0.1,0.0884,1
1/6/2011,3172.87,3159.93,1314.55,12290.14,5928.6,23626.42969,1556.42,123.70377,369.8,1.2376,1.7775,2.0282,0.0153,0.1,0.0678,1
2/6/2011,3160.6,3172.87,1312.94,12248.55,5847.9,23253.83984,1558.04,124.19985,366.9,1.2328,1.7761,2.0228,0.0152,0.1,0.0618,0
3/6/2011,3145.67,3160.6,1300.16,12151.26,5855,22949.56055,1559.85,123.60221,366.5,1.2293,1.7852,2.0165,0.0153,0.11,0.0636,0
7/6/2011,3115.95,3113.73,1284.94,12070.81,5864.7,22868.66992,1551.89,122.29252,361.5,1.2274,1.794,2.0121,0.0153,0.09,0.0212,0
8/6/2011,3102.98,3115.95,1279.56,12048.94,5808.9,22661.63086,1551.79,123.90538,360.6,1.2315,1.8011,2.0163,0.0154,0.09,0.0357,0
9/6/2011,3097.57,3102.98,1289,12124.36,5856.3,22609.83008,1550.89,125.26845,359.6,1.229,1.7985,2.0208,0.0153,0.09,0.0286,0
10/6/2011,3078.35,3097.57,1270.98,11951.91,5765.8,22420.36914,1556.19,122.34668,356.8,1.2374,1.7849,2.0122,0.0154,0.09,0.0209,0
13/6/2011,3059.04,3078.35,1271.83,11952.97,5773.5,22508.08008,1545.88,119.64751,354.7,1.2349,1.7707,2.0044,0.0154,0.1,0.0268,0
14/6/2011,3057.39,3059.04,1287.87,12076.11,5803.1,22496,1548.51,122.38482,354.4,1.2312,1.7793,2.0204,0.0153,0.1,0.0374,0
15/6/2011,3054.82,3057.39,1265.42,11897.27,5742.6,22343.76953,1556.19,117.98042,352.7,1.2377,1.7765,2.0133,0.0153,0.1,0.0351,0
16/6/2011,3020.13,3054.82,1267.64,11961.52,5698.8,21953.10938,1554.24,118.11429,348.1,1.2392,1.7551,2.004,0.0154,0.1,0.0535,0
17/6/2011,3005.28,3020.13,1271.5,12004.36,5714.9,21695.25977,1563.43,114.75887,345.8,1.2339,1.7604,2.0031,0.0154,0.1,0.0672,0
20/6/2011,3013.6,3005.28,1278.36,12080.38,5693.4,21599.50977,1559.19,115.82291,347,1.2348,1.7612,1.9954,0.0154,0.09,0.0781,1
21/6/2011,3053.51,3013.6,1295.52,12190.01,5775.3,21850.58984,1560.79,115.55622,352.2,1.2332,1.7685,2.0007,0.0154,0.09,0.0443,1
22/6/2011,3042.83,3053.51,1287.14,12109.67,5773,21859.9707,1567.35,116.22148,351.4,1.234,1.7721,1.9984,0.0154,0.09,0.036,0
23/6/2011,3044.72,3042.83,1283.5,12050,5674.4,21759.14063,1563.19,113.4353,351.2,1.2357,1.7668,1.9818,0.0154,0.08,0.0313,1
24/6/2011,3066.85,3044.72,1268.45,11934.58,5697.7,22171.94922,1564.66,113.05322,354.4,1.2387,1.7619,1.9783,0.0154,0.08,0.0409,1
27/6/2011,3048.28,3066.85,1280.1,12043.56,5722.3,22041.76953,1562.52,113.3585,351.9,1.2409,1.755,1.9751,0.0153,0.08,0.0419,0
28/6/2011,3050.79,3048.28,1296.67,12188.69,5766.9,22061.7793,1570.02,115.35779,351.8,1.2382,1.7761,1.9836,0.0153,0.08,0.0843,1
29/6/2011,3079.74,3050.79,1307.41,12261.42,5856,22061.17969,1575.01,117.4509,356.7,1.2328,1.7791,1.981,0.0153,0.07,0.0437,1
30/6/2011,3120.44,3079.74,1320.64,12414.34,5945.7,22398.09961,1579.07,116.6635,360.4,1.2291,1.7847,1.9819,0.0152,0.07,0.0728,1
5/7/2011,3129.69,3139.01,1337.88,12569.87,6024,22747.94922,1581.85,119.22141,362.6,1.2279,1.7825,1.9716,0.0152,0.08,0.0332,1
6/7/2011,3114.71,3129.69,1339.22,12626.02,6002.9,22517.55078,1591.34,119.15234,360.4,1.2273,1.7719,1.9735,0.0152,0.07,0.0575,0
7/7/2011,3125.87,3114.71,1353.22,12719.49,6054.6,22530.17969,1590.24,120.81406,362.5,1.2224,1.759,1.9653,0.0151,0.07,0.0544,1
8/7/2011,3151.28,3125.87,1343.8,12657.2,5990.6,22726.42969,1594.74,117.75313,365,1.2202,1.756,1.9537,0.0151,0.07,0.0332,1
11/7/2011,3117.37,3151.28,1319.49,12505.76,5929.2,22347.23047,1588.58,116.82716,361.5,1.227,1.7356,1.958,0.0153,0.07,0.0385,0
12/7/2011,3075.45,3117.37,1313.64,12446.88,5869,21663.16016,1578.1,118.40544,354.6,1.225,1.7231,1.952,0.0155,0.06,0.0249,0
13/7/2011,3088.42,3075.45,1317.72,12491.61,5906.4,21926.88086,1580.67,118.81861,358.4,1.2165,1.7118,1.9497,0.0154,0.06,0.0394,1
14/7/2011,3088.7,3088.42,1308.87,12437.12,5847,21940.19922,1579.84,117.10811,358.4,1.2171,1.7301,1.9655,0.0154,0.06,0.0471,1
15/7/2011,3084.24,3088.7,1316.14,12479.73,5843.7,21875.38086,1577.25,118.72811,358.6,1.2194,1.7223,1.9644,0.0154,0.06,0.0554,0
18/7/2011,3078.95,3084.24,1305.44,12385.16,5752.8,21804.75,1562.58,116.80063,356.7,1.2162,1.7206,1.9632,0.0154,0.06,0.0557,0
19/7/2011,3096.12,3078.95,1326.73,12587.42,5790,21902.40039,1555.64,119.82858,358.7,1.215,1.7165,1.9535,0.0154,0.06,0.0471,1
20/7/2011,3126.53,3096.12,1325.84,12571.91,5853.8,22003.68945,1562.59,119.70447,362.2,1.2129,1.722,1.9603,0.0154,0.06,0.0318,1
21/7/2011,3138.51,3126.53,1343.8,12724.41,5899.9,21987.28906,1565.81,120.46737,364.6,1.2101,1.7305,1.9597,0.0154,0.06,0.0525,1
22/7/2011,3182.95,3138.51,1345.02,12681.16,5935,22444.80078,1565.06,120.58202,368.5,1.2086,1.7439,1.9747,0.0154,0.06,0.0402,1
25/7/2011,3171.55,3182.95,1337.43,12592.8,5925.3,22293.28906,1559.6,119.70493,366.8,1.2075,1.7375,1.9699,0.0154,0.06,0.0234,0
26/7/2011,3186.57,3171.55,1331.94,12501.3,5929.7,22572.08008,1561.77,119.32015,368.1,1.2028,1.7344,1.9647,0.0154,0.06,0.0308,1
27/7/2011,3193.54,3186.57,1304.89,12302.55,5856.6,22541.68945,1558.17,116.88528,371,1.2042,1.7451,1.9759,0.0154,0.07,0.0244,1
28/7/2011,3189.85,3193.54,1300.67,12240.11,5873.2,22570.74023,1551.91,116.79907,369.7,1.2028,1.7303,1.9654,0.0155,0.08,0.0123,0
29/7/2011,3189.26,3189.85,1292.28,12143.24,5815.2,22440.25,1548.81,115.52049,364.7,1.2041,1.7232,1.9672,0.0157,0.11,0.0207,0
1/8/2011,3215.27,3189.26,1286.94,12132.49,5774.4,22663.36914,1558.01,114.58351,369.1,1.2024,1.727,1.9732,0.0155,0.17,0.0324,1
2/8/2011,3177.09,3215.27,1254.05,11866.62,5718.4,22421.46094,1554.85,112.66473,364.2,1.2094,1.7139,1.9592,0.0156,0.16,0.0319,0
3/8/2011,3130.34,3177.09,1260.34,11896.44,5584.5,21992.7207,1545.1,111.04237,358.6,1.205,1.7126,1.9666,0.0156,0.12,0.0723,0
4/8/2011,3107.01,3130.34,1200.07,11383.68,5393.1,21884.74023,1546.89,106.11832,355.3,1.2242,1.7285,1.9803,0.0155,0.09,0.043,0
5/8/2011,2994.78,3107.01,1199.38,11444.61,5247,20946.14063,1524.43,105.99552,343.9,1.2172,1.7259,1.9925,0.0155,0.08,0.0391,0
8/8/2011,2884,2994.78,1119.46,10809.85,5069,20490.57031,1496.99,99.19703,333.5,1.2234,1.7356,1.994,0.0158,0.11,0.0588,0
10/8/2011,2821.09,2884,1120.76,10719.94,5007.2,19783.66992,1480.52,100.25062,324.8,1.2212,1.7361,1.9691,0.0159,0.1,0.031,0
11/8/2011,2796.22,2821.09,1172.64,11143.31,5162.8,19595.14063,1476.46,103.69448,317.6,1.2116,1.7234,1.9669,0.0158,0.09,0.0054,0
12/8/2011,2850.59,2796.22,1178.81,11269.02,5320,19620.00977,1483.67,103.50105,326.2,1.2121,1.7246,1.9672,0.0158,0.1,0.0186,1
15/8/2011,2874.4,2850.59,1204.49,11482.9,5350.6,20260.09961,1499.74,105.06526,331.3,1.2006,1.7249,1.9687,0.0156,0.1,0.0215,1
16/8/2011,2832.73,2874.4,1192.76,11405.93,5357.6,20212.08008,1498.24,104.43105,326.2,1.2022,1.7321,1.9659,0.0156,0.09,0.0375,0
17/8/2011,2828.53,2832.73,1193.89,11410.21,5331.6,20289.0293,1503.07,105.16409,325.9,1.2028,1.7285,1.9734,0.0157,0.09,0.0811,0
18/8/2011,2824.96,2828.53,1140.65,10990.58,5092.2,20016.26953,1503.3,99.28299,323.6,1.2171,1.7345,1.988,0.0159,0.09,0.1,0
