Date,STILag0,STILag1,SnP500,DowJones,UKFTSE,HSI,KLSE,CrudeOilSGD,SGMSCIFutures,US-SGD,EUR-SGD,GBP-SGD,JPY-SGD,USEFFR,SORA,Up1Down0
8/3/2013,3289.53,3298.54,1551.18,14397.07,6483.6,23091.94922,1653.96,114.6248,371,1.2477,1.632,1.8705,0.013,0.15,0.0281,0
11/3/2013,3292.97,3289.53,1556.22,14447.29,6503.6,23090.82031,1657.96,115.008,371.4,1.2485,1.6212,1.8608,0.0129,0.16,0.036,1
12/3/2013,3303.02,3292.97,1552.48,14450.06,6510.6,22890.59961,1656.54,115.4959,372.4,1.2467,1.6272,1.8611,0.013,0.15,0.0346,1
13/3/2013,3288.52,3303.02,1554.52,14455.28,6481.5,22556.65039,1646.22,115.2579,370.3,1.2493,1.6239,1.8577,0.013,0.14,0.0228,0
14/3/2013,3279.5,3288.52,1563.23,14539.14,6529.4,22619.17969,1640.74,116.5284,371.6,1.2496,1.6176,1.8632,0.013,0.15,0.019,0
15/3/2013,3286.05,3279.5,1560.7,14514.11,6489.7,22533.10938,1627.64,116.7071,371.5,1.2474,1.6251,1.8845,0.0131,0.16,0.039,1
18/3/2013,3256.47,3286.05,1552.1,14452.06,6457.9,22083.35938,1621.36,117.2057,368.3,1.2493,1.6125,1.8893,0.0131,0.16,0.0398,0
19/3/2013,3269.13,3256.47,1548.34,14455.82,6441.3,22041.85938,1625.46,115.814,370.2,1.251,1.6167,1.8854,0.0132,0.15,0.086,1
20/3/2013,3248.4,3269.13,1558.71,14511.73,6432.7,22256.43945,1631.54,116.6822,367.8,1.2513,1.6095,1.8886,0.013,0.15,0.0986,0
21/3/2013,3267.65,3248.4,1545.8,14421.49,6388.6,22225.88086,1630.75,115.7073,370.2,1.2496,1.6183,1.888,0.0132,0.16,0.0628,1
22/3/2013,3258.57,3267.65,1556.89,14512.03,6392.8,22115.30078,1626.89,117.1668,368.9,1.2484,1.6116,1.896,0.0132,0.15,0.1109,0
25/3/2013,3267.48,3258.57,1551.69,14447.75,6378.4,22251.15039,1643.89,117.8424,371.7,1.2435,1.6231,1.8995,0.0132,0.15,0.0439,1
26/3/2013,3288.53,3267.48,1563.77,14559.65,6399.4,22311.08008,1652.83,119.3134,372.6,1.241,1.5994,1.888,0.0131,0.14,0.0315,1
27/3/2013,3313.03,3288.53,1562.85,14526.16,6387.6,22464.82031,1667.57,120.0938,375.8,1.2426,1.5955,1.881,0.0132,0.12,0.0187,1
28/3/2013,3308.1,3313.03,1569.19,14578.54,6411.7,22299.63086,1674.04,120.587,372.8,1.2406,1.587,1.8792,0.0132,0.13,0.0334,0
2/4/2013,3317.59,3307.58,1570.25,14662.01,6490.7,22367.82031,1685,119.9461,372.6,1.2394,1.5916,1.8857,0.0133,0.15,0.0321,1
3/4/2013,3321.77,3317.59,1553.69,14550.35,6420.3,22337.49023,1685.4,117.1197,374.5,1.2386,1.5878,1.8712,0.0133,0.14,0.0194,1
5/4/2013,3299.78,3307.8,1553.28,14565.25,6249.8,21726.90039,1688.65,115.3644,371.7,1.2402,1.603,1.8881,0.0127,0.15,0.0297,0
8/4/2013,3284.61,3299.78,1563.07,14613.48,6276.9,21718.05078,1687.99,116.0445,370.7,1.2422,1.6129,1.9054,0.0125,0.15,0.0222,0
9/4/2013,3296.57,3284.61,1568.61,14673.46,6313.2,21870.33984,1690.27,116.4898,372.3,1.2394,1.6175,1.8948,0.0125,0.15,0.032,1
10/4/2013,3293.25,3296.57,1587.73,14802.24,6387.4,22034.56055,1696.2,116.9957,372,1.2381,1.6205,1.8981,0.0124,0.15,0.0615,0
11/4/2013,3308.8,3293.25,1593.37,14865.14,6416.1,22101.26953,1707.04,115.6071,373.9,1.237,1.6158,1.8972,0.0124,0.15,0.0489,1
12/4/2013,3294.19,3308.8,1588.85,14865.06,6384.4,22089.05078,1698.53,112.3653,371.7,1.2368,1.6211,1.9027,0.0126,0.15,0.0392,0
15/4/2013,3284.37,3294.19,1552.36,14599.2,6343.6,21772.66992,1697.77,108.048,370.6,1.2392,1.62,1.8989,0.0128,0.15,0.0278,0
16/4/2013,3291.58,3284.37,1574.57,14756.78,6304.6,21672.0293,1700.53,109.8544,369.5,1.2348,1.6162,1.8942,0.0126,0.15,0.0316,1
17/4/2013,3291.46,3291.58,1552.01,14618.59,6244.2,21569.66992,1710.97,106.7107,370.2,1.2363,1.6261,1.895,0.0126,0.15,0.0637,0
18/4/2013,3296.37,3291.46,1541.61,14537.14,6243.7,21512.51953,1706.26,109.527,371.7,1.2358,1.6103,1.8833,0.0126,0.15,0.0449,1
19/4/2013,3294.05,3296.37,1555.25,14547.51,6286.6,22013.57031,1706.28,109.1453,372.9,1.2372,1.6129,1.8886,0.0124,0.15,0.0364,0
22/4/2013,3308.92,3294.05,1562.5,14567.17,6280.6,22044.36914,1706.68,110.7562,371.2,1.2402,1.6155,1.8838,0.0125,0.15,0.0322,1
23/4/2013,3284.35,3308.92,1578.78,14719.46,6406.1,21806.60938,1700.39,111.0086,365.8,1.2413,1.62,1.8974,0.0125,0.14,0.0264,0
24/4/2013,3322.71,3284.35,1578.79,14676.3,6431.8,22183.05078,1707.35,113.8224,371.8,1.2422,1.6134,1.8905,0.0125,0.13,0.0336,1
25/4/2013,3337.71,3322.71,1585.16,14700.8,6442.6,22401.24023,1706.34,115.5507,376.5,1.2388,1.6163,1.8973,0.0125,0.13,0.0373,1
26/4/2013,3348.87,3337.71,1582.24,14712.55,6426.4,22547.71094,1711.29,114.8091,379,1.2362,1.6108,1.9117,0.0126,0.13,0.0483,1
29/4/2013,3361.92,3348.87,1593.61,14818.75,6458,22580.76953,1707.97,116.5104,381.3,1.2337,1.612,1.9148,0.0126,0.13,0.0763,1
30/4/2013,3368.18,3361.92,1597.57,14839.8,6430.1,22737.00977,1717.65,114.7154,380.2,1.2315,1.6154,1.9109,0.0126,0.14,0.101,1
2/5/2013,3402.39,3368.18,1597.59,14831.58,6460.7,22668.30078,1713.46,115.9364,384.2,1.2351,1.6256,1.9204,0.0126,0.15,0.0804,1
3/5/2013,3369.9,3402.39,1614.42,14973.96,6521.5,22689.96094,1694.77,117.8139,378.3,1.2339,1.6131,1.918,0.0125,0.14,0.0881,0
7/5/2013,3383.16,3382.29,1625.96,15056.2,6557.3,23047.08984,1776.73,117.6229,381.9,1.232,1.6092,1.9129,0.0125,0.12,0.0355,1
8/5/2013,3413.02,3383.16,1632.69,15105.12,6583.5,23244.34961,1774,118.3608,385.3,1.2276,1.6115,1.9074,0.0124,0.12,0.0387,1
9/5/2013,3432.78,3413.02,1626.67,15082.62,6592.7,23211.48047,1766.07,118.5106,386.8,1.2335,1.6144,1.9062,0.0123,0.12,0.0334,1
10/5/2013,3443.77,3432.78,1633.7,15118.49,6625,23321.2207,1772.38,118.7673,388.4,1.2385,1.6076,1.9049,0.0122,0.12,0.0244,1
13/5/2013,3428.96,3443.77,1633.77,15091.68,6631.8,22989.81055,1787.9,118.0782,387.4,1.2415,1.6078,1.9023,0.0122,0.12,0.0273,0
14/5/2013,3432.76,3428.96,1650.34,15215.25,6686.1,22930.2793,1788.43,117.2472,388.2,1.2432,1.6104,1.8984,0.0122,0.11,0.0262,1
15/5/2013,3441.53,3432.76,1658.78,15275.69,6693.6,23044.24023,1783.03,117.3628,389.5,1.2462,1.6083,1.893,0.0122,0.12,0.0268,1
16/5/2013,3452.28,3441.53,1650.47,15233.22,6687.8,23082.67969,1766.72,119.0357,389,1.2525,1.6043,1.8979,0.0122,0.11,0.034,1
20/5/2013,3454.23,3449.3,1666.29,15335.28,6755.6,23493.0293,1777.15,121.4298,390.5,1.2541,1.6123,1.9069,0.0123,0.1,0.0695,1
21/5/2013,3443.9,3454.23,1669.16,15387.58,6803.9,23366.36914,1787.38,120.5131,388.3,1.2599,1.6166,1.9136,0.0123,0.09,0.1007,0
22/5/2013,3454.37,3443.9,1655.35,15307.17,6840.3,23261.08008,1783.88,119.0507,389.1,1.2668,1.6256,1.9075,0.0123,0.08,0.0965,1
23/5/2013,3393.17,3454.37,1650.51,15294.5,6696.8,22669.67969,1773.06,119.1063,379.2,1.2635,1.6285,1.9066,0.0124,0.08,0.1355,0
28/5/2013,3406.08,3391.3,1660.06,15409.39,6762,22924.25,1776.16,120.7599,382,1.2708,1.6309,1.9051,0.0124,0.09,0.0564,1
29/5/2013,3367.47,3406.08,1648.36,15302.8,6627.2,22554.92969,1783.47,117.5634,377.1,1.2663,1.6306,1.9071,0.0125,0.08,0.0588,0
30/5/2013,3336.01,3367.47,1654.41,15324.53,6657,22484.31055,1774.92,117.6727,373.6,1.2576,1.6384,1.9148,0.0125,0.08,0.0761,0
31/5/2013,3311.37,3336.01,1630.74,15115.57,6583.1,22392.16016,1769.22,115.8567,368.1,1.2643,1.6422,1.9175,0.0126,0.09,0.0537,0
3/6/2013,3291.08,3311.37,1640.42,15254.03,6525.1,22282.18945,1766.33,116.8037,368.3,1.2524,1.6393,1.9184,0.0126,0.1,0.0341,0
4/6/2013,3291.35,3291.08,1631.38,15177.54,6558.6,22285.51953,1776.74,117.6658,369.9,1.2523,1.6367,1.9186,0.0125,0.11,0.0394,1
5/6/2013,3243.43,3291.35,1608.9,14960.59,6419.3,22069.24023,1774.42,117.354,365.4,1.2494,1.6397,1.9193,0.0126,0.09,0.0435,0
6/6/2013,3193.51,3243.43,1622.56,15040.62,6336.1,21838.42969,1769.6,117.8407,358.1,1.2441,1.6357,1.9247,0.0128,0.1,0.0211,0
7/6/2013,3184.72,3193.51,1643.38,15248.12,6412,21575.25977,1775.59,120.1487,357.1,1.249,1.644,1.9365,0.0128,0.09,0.018,0
10/6/2013,3200.51,3184.72,1642.81,15238.59,6400.5,21615.08984,1787.8,120.6624,359,1.258,1.6532,1.9442,0.0127,0.09,0.0177,1
11/6/2013,3170.38,3200.51,1626.13,15122.02,6340.1,21354.66016,1779.57,118.9845,357.3,1.254,1.6677,1.9592,0.013,0.09,0.0291,0
13/6/2013,3130.69,3153.48,1636.36,15176.08,6304.6,20887.03906,1742.87,120.7174,351.8,1.2487,1.6742,1.9682,0.0131,0.09,0.0355,0
14/6/2013,3161.43,3130.69,1626.73,15070.18,6308.3,20969.14063,1762.19,122.4655,356.9,1.2514,1.6696,1.9626,0.0133,0.1,0.03,1
17/6/2013,3183.44,3161.43,1639.04,15179.85,6330.5,21225.90039,1772.17,123.182,357.3,1.255,1.6682,1.9648,0.0133,0.11,0.0292,1
18/6/2013,3229.55,3183.44,1651.81,15318.23,6374.2,21225.88086,1774.05,124.7209,361.6,1.261,1.6767,1.9723,0.0132,0.12,0.033,1
19/6/2013,3213.79,3229.55,1628.93,15112.19,6348.8,20986.89063,1772.88,124.1877,360.5,1.2688,1.6896,1.9734,0.0131,0.1,0.0427,0
20/6/2013,3133.26,3213.79,1588.19,14758.32,6159.5,20382.86914,1762.34,120.9121,350.9,1.2736,1.6852,1.9625,0.0131,0.1,0.0549,0
21/6/2013,3124.45,3133.26,1592.43,14799.4,6116.2,20263.31055,1755.85,119.8111,350.6,1.2762,1.6845,1.9749,0.013,0.1,0.0632,0
24/6/2013,3074.31,3124.45,1573.09,14659.56,6029.1,19813.98047,1738.19,121.2279,343.5,1.2756,1.6696,1.9603,0.0131,0.1,0.0616,0
25/6/2013,3089.93,3074.31,1588.03,14760.31,6101.9,19855.7207,1728.64,120.7828,346.3,1.2691,1.6739,1.9689,0.0129,0.09,0.0483,1
26/6/2013,3104.4,3089.93,1603.26,14910.14,6165.5,20338.55078,1740.76,121.5929,349.4,1.274,1.6611,1.9578,0.013,0.09,0.0476,1
27/6/2013,3118.03,3104.4,1613.2,15024.49,6243.4,20440.08008,1751.57,122.6652,350.7,1.2666,1.6559,1.95,0.0129,0.09,0.0526,1
28/6/2013,3150.44,3118.03,1606.28,14909.6,6215.5,20803.28906,1773.54,122.2805,353.5,1.268,1.6511,1.9326,0.0128,0.07,0.0478,1
2/7/2013,3173.32,3140.93,1614.08,14932.41,6303.9,20658.65039,1771.89,126.8063,354.6,1.2717,1.6506,1.9222,0.0126,0.1,0.0638,1
3/7/2013,3129.49,3173.32,1615.41,14988.37,6229.9,20147.31055,1769.21,128.9351,349,1.2731,1.6498,1.9261,0.0127,0.1,0.0698,0
5/7/2013,3169.73,3147.12,1631.89,15135.84,6375.5,20854.66992,1772.27,132.6262,354.9,1.2815,1.6436,1.9152,0.0127,0.1,0.0358,1
8/7/2013,3155.47,3169.73,1640.46,15224.69,6450.1,20582.18945,1762.87,131.7272,351.7,1.2787,1.6434,1.9058,0.0127,0.1,0.0251,0
9/7/2013,3178.63,3155.47,1652.32,15300.34,6513.1,20683.00977,1766.49,133.4653,355.7,1.278,1.6457,1.9121,0.0126,0.1,0.0361,1
10/7/2013,3188.04,3178.63,1652.62,15291.66,6505,20904.56055,1768.71,134.9226,357.7,1.2715,1.6331,1.8984,0.0128,0.09,0.0209,1
11/7/2013,3248.92,3188.04,1675.02,15460.92,6543.4,21437.49023,1781.15,131.6524,366,1.2591,1.6638,1.9149,0.0127,0.09,0.0354,1
12/7/2013,3236.06,3248.92,1680.19,15464.3,6544.9,21277.2793,1785.65,134.002,363.8,1.2623,1.6492,1.9111,0.0127,0.09,0.0443,0
15/7/2013,3236.82,3236.06,1682.5,15484.26,6586.1,21303.31055,1786.67,134.3646,365.1,1.2621,1.6477,1.9053,0.0126,0.09,0.0351,1
16/7/2013,3224.96,3236.82,1676.26,15451.85,6556.4,21312.38086,1786.39,133.0983,364,1.259,1.6479,1.9055,0.0127,0.09,0.04,0
17/7/2013,3208.33,3224.96,1680.91,15470.52,6571.9,21371.86914,1788.66,133.8314,362.2,1.2613,1.6551,1.9052,0.0126,0.09,0.0251,0
18/7/2013,3218.2,3208.33,1689.37,15548.54,6634.4,21345.2207,1791.54,136.8174,364.4,1.2664,1.6524,1.9164,0.0126,0.09,0.0372,1
19/7/2013,3213.26,3218.2,1692.09,15543.74,6630.7,21362.41992,1797.74,137.0683,364,1.2665,1.6601,1.9275,0.0126,0.09,0.0434,0
22/7/2013,3234.35,3213.26,1695.53,15545.55,6623.2,21416.5,1797.68,134.8667,366.6,1.2605,1.6617,1.9304,0.0127,0.09,0.0373,1
23/7/2013,3253.76,3234.35,1692.39,15567.74,6597.4,21915.41992,1805.31,135.6998,369.4,1.2636,1.6615,1.9354,0.0127,0.09,0.0436,1
24/7/2013,3274.76,3253.76,1685.94,15542.24,6620.4,21968.92969,1810,133.5052,373.4,1.2674,1.6705,1.942,0.0127,0.09,0.0718,1
25/7/2013,3235.68,3274.76,1690.25,15555.61,6588,21900.96094,1808.42,133.4119,368.7,1.264,1.6744,1.9433,0.0127,0.09,0.0414,0
26/7/2013,3236.1,3235.68,1691.65,15558.83,6554.8,21968.94922,1807.61,132.2672,370.6,1.2643,1.679,1.9452,0.0129,0.09,0.0423,1
29/7/2013,3236.97,3236.1,1685.33,15521.97,6560.3,21850.15039,1798.78,132.3238,369.7,1.2671,1.6777,1.9436,0.0129,0.08,0.0774,1
30/7/2013,3245.45,3236.97,1685.96,15520.59,6571,21953.96094,1795.08,131.0669,370.2,1.2708,1.6809,1.9442,0.013,0.09,0.0533,1
31/7/2013,3221.93,3245.45,1685.73,15499.54,6621.1,21883.66016,1772.62,133.7956,365.5,1.2708,1.6847,1.9357,0.013,0.09,0.0522,0
1/8/2013,3243.29,3221.93,1706.87,15628.02,6682,22088.78906,1777.82,137.5976,368.6,1.2764,1.6902,1.9279,0.0128,0.08,0.0315,1
2/8/2013,3254.13,3243.29,1709.67,15658.36,6647.9,22190.9707,1782.51,136.3677,369,1.2717,1.6852,1.9287,0.0128,0.09,0.0291,1
5/8/2013,3241.79,3254.13,1707.14,15612.13,6619.6,22222.00977,1785.14,135.1068,369,1.2692,1.687,1.9424,0.0129,0.08,0.0319,0
6/8/2013,3224.89,3241.79,1697.37,15518.74,6604.2,21923.69922,1784.64,133.7884,365.3,1.2669,1.6813,1.9468,0.013,0.09,0.0504,0
12/8/2013,3232.24,3229.91,1689.47,15419.68,6574.3,22271.2793,1784.57,134.2465,366.2,1.2627,1.6776,1.9515,0.013,0.08,0.0505,1
13/8/2013,3244.12,3232.24,1694.16,15451.01,6611.9,22541.13086,1795.09,135.0614,368.8,1.2679,1.6795,1.9529,0.0129,0.08,0.0265,1
15/8/2013,3220.92,3248.66,1661.32,15112.19,6483.3,22539.25,1792.21,136.0241,364.6,1.2689,1.683,1.9683,0.0131,0.08,0.0485,0
16/8/2013,3197.53,3220.92,1655.83,15081.47,6500,22517.81055,1788.24,136.5598,361.9,1.2703,1.693,1.9835,0.013,0.09,0.0401,0
19/8/2013,3173.33,3197.53,1646.06,15010.74,6465.7,22463.69922,1778.36,136.4786,359.9,1.2774,1.6926,1.9843,0.0131,0.09,0.0307,0
20/8/2013,3128.75,3173.33,1652.35,15002.99,6453.5,21970.28906,1745.42,134.0359,354.6,1.274,1.7036,1.999,0.0131,0.09,0.0353,0
21/8/2013,3108.99,3128.75,1642.8,14897.55,6390.8,21817.73047,1744.85,132.9813,352.1,1.2836,1.7111,1.9969,0.0131,0.08,0.073,0
22/8/2013,3089.4,3108.99,1656.96,14963.74,6446.9,21895.40039,1720.37,134.8924,349.7,1.2816,1.7135,2.0056,0.013,0.09,0.0657,0
23/8/2013,3088.85,3089.4,1663.5,15010.51,6492.1,21863.50977,1721.07,136.0252,349.2,1.279,1.7108,1.9978,0.013,0.08,0.0649,0
27/8/2013,3034.02,3084.41,1630.48,14776.13,6441,21874.76953,1701.24,140.7514,344.8,1.2822,1.7139,1.9962,0.0132,0.07,0.0358,0
28/8/2013,3004.18,3034.02,1634.96,14824.51,6430.1,21524.65039,1686.17,139.8842,342.9,1.2765,1.7198,1.9964,0.0131,0.07,0.0558,0
29/8/2013,3038.03,3004.18,1638.17,14840.95,6483.1,21704.7793,1703.78,136.9845,344.4,1.2749,1.7026,1.9823,0.013,0.08,0.0455,1
30/8/2013,3028.94,3038.03,1632.97,14810.31,6412.9,21731.36914,1727.58,137.2971,344.1,1.2749,1.6883,1.9778,0.013,0.07,0.0308,0
3/9/2013,3054.78,3055.72,1639.77,14833.96,6468.4,22394.58008,1724.21,138.6883,346.7,1.2786,1.6795,1.9797,0.0128,0.09,0.0348,1
4/9/2013,3015.42,3054.78,1653.08,14930.87,6474.7,22326.2207,1716.76,136.7638,342.2,1.2748,1.6826,1.988,0.0128,0.08,0.0435,0
5/9/2013,3039.45,3015.42,1655.08,14937.48,6532.4,22597.9707,1720.97,138.8529,345.5,1.2811,1.6821,1.9907,0.0128,0.08,0.0218,1
6/9/2013,3048.35,3039.45,1655.17,14922.5,6547.3,22621.2207,1723.8,140.4598,347.5,1.274,1.6797,1.9962,0.0129,0.08,0.0175,1
9/9/2013,3088.2,3048.35,1671.71,15063.12,6530.7,22750.65039,1747.03,137.7685,351.9,1.2688,1.6799,1.9932,0.0127,0.08,0.034,1
10/9/2013,3123.89,3088.2,1683.99,15191.06,6584,22976.65039,1764.95,136.1628,354.2,1.2687,1.682,1.9916,0.0126,0.08,0.0269,1
11/9/2013,3108.19,3123.89,1689.13,15326.6,6588.4,22937.14063,1768.48,136.3118,354.7,1.2662,1.6818,1.994,0.0127,0.08,0.0372,0
12/9/2013,3121.08,3108.19,1683.42,15300.64,6589,22953.7207,1772.4,137.6841,356.6,1.2675,1.6841,2.0017,0.0127,0.08,0.0265,1
13/9/2013,3120.3,3121.08,1687.99,15376.06,6583.8,22915.2793,1770.8,137.7952,356.1,1.2692,1.6855,2.0027,0.0128,0.08,0.0415,0
17/9/2013,3180.92,3179.48,1704.76,15529.73,6570.2,23180.51953,1774.94,131.952,363.3,1.2596,1.6824,2.0061,0.0127,0.08,0.0342,1
18/9/2013,3193.85,3180.92,1725.52,15676.94,6558.8,23117.44922,1771.4,134.0895,364.1,1.2465,1.6824,2.0029,0.0127,0.08,0.0263,1
19/9/2013,3251.78,3193.85,1722.34,15636.55,6625.4,23502.50977,1792.91,131.9265,369.4,1.2468,1.6837,2.0086,0.0125,0.09,0.03,1
23/9/2013,3214.25,3237.53,1701.84,15401.38,6557.4,23371.53906,1796.36,129.2851,366.8,1.2497,1.6921,2.0024,0.0127,0.09,0.0292,0
24/9/2013,3211.75,3214.25,1697.42,15334.59,6571.5,23179.03906,1792.48,129.6496,366.3,1.2544,1.6881,2.0061,0.0127,0.09,0.0174,0
25/9/2013,3208.58,3211.75,1692.77,15273.26,6551.5,23209.63086,1784.06,128.3758,366.7,1.2545,1.6902,2.0066,0.0127,0.08,0.0229,0
26/9/2013,3194.31,3208.58,1698.67,15328.3,6565.6,23125.0293,1774.16,129.0708,364.8,1.2549,1.6947,2.0151,0.0127,0.08,0.0245,0
27/9/2013,3210.18,3194.31,1691.75,15258.24,6512.7,23207.03906,1776.16,129.2183,367.9,1.2564,1.6926,2.0126,0.0128,0.08,0.0236,1
30/9/2013,3167.87,3210.18,1681.55,15129.67,6462.2,22859.85938,1768.62,128.6016,361.9,1.2558,1.696,2.0318,0.0128,0.06,0.0522,0
2/10/2013,3152.58,3181.5,1693.87,15133.14,6437.5,22984.48047,1770.35,129.6571,360.3,1.2485,1.6933,2.0272,0.0128,0.07,0.0558,0
3/10/2013,3144.79,3152.58,1678.66,14996.48,6449,23214.40039,1771.37,128.6343,359.9,1.2491,1.6966,2.0268,0.0128,0.08,0.0825,0
4/10/2013,3138.08,3144.79,1690.5,15072.58,6453.9,23138.53906,1776.56,129.1953,359,1.2466,1.7009,2.0171,0.0128,0.08,0.1221,0
7/10/2013,3136.59,3138.08,1676.12,14936.24,6437.3,22973.94922,1776.82,128.7269,358.9,1.2476,1.6916,1.9994,0.0129,0.08,0.1475,0
8/10/2013,3146.5,3136.59,1655.45,14776.53,6365.8,23178.84961,1777.5,129.4142,360.7,1.2495,1.6946,2.0086,0.0129,0.08,0.0831,1
9/10/2013,3154.84,3146.5,1656.4,14802.98,6337.9,23033.9707,1769.12,126.8895,361.1,1.2495,1.6974,2.0123,0.0128,0.09,0.0823,1
10/10/2013,3169.91,3154.84,1692.56,15126.07,6430.5,22951.30078,1775.92,128.1421,362.5,1.2482,1.6894,1.9938,0.0127,0.09,0.1224,1
11/10/2013,3179.71,3169.91,1703.2,15237.11,6487.2,23218.32031,1785.75,126.8397,364.2,1.2458,1.6893,1.9951,0.0126,0.1,0.1284,1
16/10/2013,3174.03,3165.25,1721.54,15373.83,6571.6,23228.33008,1791.37,127.0581,363.7,1.2434,1.6796,1.9856,0.0126,0.11,0.0599,0
17/10/2013,3186.62,3174.03,1733.15,15371.65,6576.2,23094.88086,1797.42,124.9154,365.3,1.2395,1.6821,1.9835,0.0126,0.1,0.0711,1
18/10/2013,3192.9,3186.62,1744.5,15399.65,6622.6,23340.09961,1799.59,125.3275,367.2,1.2391,1.693,2.001,0.0127,0.1,0.0703,1
21/10/2013,3195.76,3192.9,1744.66,15392.2,6654.2,23438.15039,1802.61,123.5476,367.9,1.2416,1.6947,2.0028,0.0127,0.09,0.0275,1
22/10/2013,3210.21,3195.76,1754.67,15467.66,6695.7,23315.99023,1803.58,121.2962,369.5,1.236,1.6985,2.0043,0.0126,0.08,0.0293,1
23/10/2013,3204.8,3210.21,1746.38,15413.33,6674.5,22999.94922,1814.11,120.3226,368.5,1.2388,1.7025,2.0058,0.0127,0.08,0.0299,0
24/10/2013,3217.95,3204.8,1752.07,15509.21,6713.2,22835.82031,1818.93,120.2268,371,1.2372,1.7058,2.0009,0.0127,0.08,0.0294,1
25/10/2013,3205.24,3217.95,1759.77,15570.28,6721.3,22698.33984,1817.57,120.9207,368.6,1.2358,1.7077,2.0042,0.0127,0.08,0.0295,0
28/10/2013,3207.85,3205.24,1762.11,15568.93,6725.8,22806.58008,1818.39,121.879,369,1.2372,1.7057,1.998,0.0127,0.08,0.0479,1
29/10/2013,3208.82,3207.85,1771.95,15680.35,6774.7,22846.53906,1815.65,121.1453,370.3,1.2411,1.7069,1.9978,0.0126,0.08,0.0516,1
30/10/2013,3230.44,3208.82,1763.31,15618.76,6777.7,23304.01953,1817.38,119.6477,373.2,1.2395,1.7056,1.9916,0.0126,0.08,0.0357,1
31/10/2013,3210.67,3230.44,1756.54,15545.75,6731.4,23206.36914,1806.85,119.6436,370,1.2417,1.7015,1.9866,0.0126,0.07,0.0318,0
1/11/2013,3201.2,3210.67,1761.64,15615.55,6734.7,23249.78906,1810.41,117.5957,367.8,1.2426,1.6861,1.9921,0.0126,0.08,0.0292,0
6/11/2013,3205.29,3205.54,1770.49,15746.88,6741.7,23036.93945,1803.05,117.9289,369.7,1.2429,1.6746,1.9945,0.0126,0.08,0.0171,1
7/11/2013,3202.1,3205.29,1747.15,15593.98,6697.2,22881.0293,1806.61,117.5188,369.7,1.2452,1.6796,1.9985,0.0127,0.08,0.0245,0
8/11/2013,3177.25,3202.1,1770.61,15761.78,6708.4,22744.39063,1804.48,117.6348,367,1.247,1.6688,2.002,0.0126,0.08,0.0441,0
12/11/2013,3180.25,3186.72,1767.69,15750.67,6726.8,22901.41016,1794.8,116.2949,366.7,1.2499,1.6741,1.9959,0.0125,0.08,0.1887,1
13/11/2013,3166.74,3180.25,1782,15821.63,6630,22463.83008,1782.49,116.5787,364.6,1.2466,1.6781,1.984,0.0126,0.08,0.3913,0
14/11/2013,3191.08,3166.74,1790.62,15876.22,6666.1,22649.15039,1784.2,117.1872,368.1,1.2474,1.6796,1.9984,0.0124,0.09,0.1015,1
15/11/2013,3201.27,3191.08,1798.18,15961.7,6693.4,23032.15039,1789.87,116.8186,370.3,1.2466,1.6765,2.0016,0.0124,0.09,0.0375,1
18/11/2013,3203.03,3201.27,1791.53,15976.02,6723.5,23660.06055,1792.39,116.7215,370.3,1.2464,1.68,2.0079,0.0125,0.09,0.0833,1
19/11/2013,3192.08,3203.03,1787.87,15967.03,6698,23657.81055,1807.16,116.7759,368.9,1.2435,1.683,2.0082,0.0124,0.09,0.1083,0
20/11/2013,3184.23,3192.08,1781.37,15900.82,6681.1,23700.85938,1798.69,116.7893,367.8,1.2464,1.6851,2.0047,0.0124,0.09,0.0944,0
21/11/2013,3172.38,3184.23,1795.85,16009.99,6681.3,23580.28906,1794.65,119.1105,365.9,1.25,1.6738,2.0062,0.0123,0.09,0.0299,0
22/11/2013,3172.85,3172.38,1804.76,16064.77,6674.3,23696.2793,1794.52,118.5276,366.7,1.2499,1.6839,2.0224,0.0123,0.09,0.0388,1
25/11/2013,3180.65,3172.85,1802.48,16072.54,6694.6,23684.44922,1797.97,117.9764,368.4,1.2504,1.6939,2.0288,0.0123,0.09,0.0425,1
26/11/2013,3173.51,3180.65,1802.75,16072.8,6636.2,23681.2793,1798.13,117.0532,368,1.2515,1.6904,2.02,0.0124,0.09,0.0423,0
27/11/2013,3172.06,3173.51,1807.23,16097.33,6649.5,23806.34961,1798.46,115.7393,368,1.2551,1.6974,2.0276,0.0123,0.09,0.0164,0
29/11/2013,3176.35,3186.37,1805.81,16086.41,6650.6,23881.28906,1812.72,116.4529,368.2,1.255,1.7078,2.0514,0.0123,0.07,0.0466,1
2/12/2013,3188.76,3176.35,1800.9,16008.77,6595.3,24038.55078,1818.15,118.1373,368.1,1.2561,1.704,2.0542,0.0122,0.09,0.0333,1
3/12/2013,3187.67,3188.76,1795.15,15914.62,6532.4,23910.4707,1824.29,121.7153,365.4,1.2525,1.7006,2.0542,0.0122,0.09,0.0757,0
4/12/2013,3160.7,3187.67,1792.81,15889.77,6510,23728.69922,1821.9,121.8188,362.3,1.2545,1.7027,2.0536,0.0123,0.09,0.0973,0
5/12/2013,3124.38,3160.7,1785.03,15821.51,6498.3,23712.57031,1824.86,122.159,358,1.2532,1.7044,2.0548,0.0123,0.09,0.07,0
